29.596754,-93.814391
 29.659686,-93.828757
 29.666809,-93.831042
 29.669848,-93.831568
 29.680922,-93.834153
 29.685741,-93.83558
 29.689577,-93.83727
 29.699656,-93.844517
 29.715796,-93.856716
 29.724266,-93.863347
 29.731933,-93.868089
 29.733643,-93.868808
 29.735422,-93.87002
 29.73675,-93.87172
 29.737616,-93.87356
 29.741133,-93.885078
 29.741943,-93.887277
 29.742335,-93.888908
 29.743168,-93.890088
 29.744501,-93.891531
 29.746066,-93.892443
 29.74682,-93.892706
 29.751701,-93.893645
 29.752353,-93.8935
 29.752719,-93.893616
 29.7547,-93.893398
 29.756968,-93.892765
 29.760298,-93.89107
 29.761295,-93.890818
 29.7623,-93.89107
 29.765197,-93.89225
 29.767143,-93.893752
 29.771539,-93.898441
 29.780721,-93.914984
 29.78507,-93.922387
 29.789353,-93.926298
 29.790303,-93.926738
 29.795098,-93.928202
 29.797891,-93.928857
 29.80289,-93.9292
 29.808811,-93.928138
 29.809831,-93.927891
 29.81456,-93.925788
 29.818101,-93.923256
 29.818953,-93.922575
 29.821694,-93.919759
 29.82633,-93.914727
 29.832454,-93.906906
 29.837508,-93.899868
 29.840746,-93.894761
 29.846023,-93.885577
 29.848163,-93.881103
 29.851578,-93.872638
 29.854965,-93.866909
 29.85718,-93.863572
 29.860041,-93.859758
 29.864084,-93.855182
 29.869457,-93.849973
 29.874876,-93.845054
 29.882616,-93.838552
 29.89489,-93.830076
 29.910198,-93.821472
 29.917652,-93.817642
 29.920628,-93.81658
 29.922924,-93.816022
 29.92802,-93.81496
 29.934975,-93.813758
 29.938285,-93.81291
 29.94754,-93.810303
 29.954739,-93.807728
 29.957686,-93.806409
 29.96251,-93.803447
 29.965327,-93.801425
 29.972065,-93.796141
 29.974714,-93.794478
 29.976851,-93.793373
 29.979295,-93.792359
 29.986275,-93.790176
 29.987933,-93.789318
 29.988788,-93.788631
 29.990586,-93.786914
 29.992138,-93.784887
 29.993104,-93.783374
 29.99395,-93.78155
 29.994861,-93.778911
 29.995418,-93.776604
 29.995595,-93.772999
 29.995781,-93.77213
 29.996547,-93.770596
 29.997723,-93.769432
 29.99894,-93.768954
 30.001685,-93.768423
 30.003446,-93.767184
 30.005917,-93.765011
 30.010089,-93.76094
 30.014093,-93.756702
 30.015422,-93.754867
 30.017424,-93.748999
 30.019472,-93.744122
 30.020698,-93.742186
 30.021729,-93.740973
 30.02407,-93.73975
 30.028998,-93.739343
 30.031404,-93.739332
 30.032713,-93.739123
 30.03596,-93.738045
 30.037399,-93.737369
 30.038727,-93.736414
 30.040724,-93.734558
 30.042795,-93.73216
 30.046343,-93.727369
 30.049984,-93.7234
 30.051442,-93.722005
 30.052969,-93.720868
 30.054655,-93.720106
 30.056168,-93.719677
 30.061517,-93.71972
 30.063588,-93.719494
 30.064516,-93.719001
 30.065287,-93.718207
 30.066494,-93.7156
 30.065974,-93.714312
 30.065203,-93.713669
 30.059242,-93.712134
 30.055611,-93.71178
 30.055119,-93.711587
 30.054529,-93.711078
 30.054246,-93.710289
 30.053773,-93.707339
 30.053865,-93.705558
 30.054135,-93.704388
 30.055323,-93.702103
 30.056363,-93.700773
 30.057208,-93.700086
 30.058676,-93.699507
 30.060477,-93.699474
 30.06369,-93.700628
 30.064577,-93.70125
 30.065974,-93.702784
 30.06642,-93.703508
 30.067107,-93.70545
 30.068806,-93.714956
 30.069446,-93.716704
 30.07129,-93.719006
 30.078499,-93.725996
 30.079567,-93.727444
 30.082519,-93.732374
 30.08335,-93.733072
 30.084283,-93.733571
 30.086038,-93.734053
 30.087059,-93.733903
 30.088247,-93.733217
 30.089231,-93.731393
 30.088966,-93.730411
 30.087857,-93.729579
 30.083466,-93.727734
 30.082779,-93.727316
 30.082268,-93.726704
 30.082027,-93.725578
 30.08219,-93.724751
 30.082566,-93.724108
 30.082974,-93.723764
 30.083675,-93.723367
 30.084668,-93.723078
 30.085963,-93.72297
 30.088456,-93.723121
 30.092536,-93.724033
 30.093056,-93.724065
 30.094058,-93.723764
 30.095047,-93.722831
 30.097981,-93.718235
 30.100927,-93.715219
 30.101595,-93.714752
 30.103823,-93.713926
 30.108009,-93.712907
 30.108659,-93.712494
 30.109197,-93.711909
 30.109837,-93.710278
 30.110162,-93.706394
 30.110478,-93.704946
 30.110784,-93.704147
 30.111285,-93.703465
 30.111879,-93.702908
 30.112761,-93.702473
 30.113206,-93.702339
 30.1147,-93.70235
 30.115647,-93.702607
 30.116942,-93.703246
 30.118111,-93.704769
 30.119619,-93.707542
 30.120269,-93.707859
 30.121169,-93.70744
 30.121596,-93.706727
 30.121902,-93.70236
 30.122477,-93.701309
 30.123155,-93.70088
 30.123911,-93.700681
 30.125196,-93.70073
 30.128463,-93.70176
 30.129753,-93.701958
 30.132342,-93.701888
 30.134652,-93.701481
 30.135979,-93.701491
 30.137278,-93.701245
 30.137974,-93.700858
 30.138586,-93.699925
 30.138693,-93.699056
 30.138377,-93.697962
 30.137644,-93.69713
 30.135965,-93.695821
 30.135301,-93.695038
 30.135042,-93.693922
 30.135162,-93.693048
 30.13579,-93.692147
 30.136392,-93.691653
 30.138159,-93.690451
 30.140219,-93.688649
 30.140934,-93.688327
 30.141555,-93.688869
 30.141685,-93.689722
 30.14117,-93.691621
 30.141286,-93.692361
 30.141917,-93.693284
 30.142599,-93.693697
 30.146482,-93.694797
 30.148922,-93.695816
 30.151723,-93.696384
 30.152364,-93.696878
 30.152809,-93.697591
 30.152967,-93.699034
 30.152447,-93.700708
 30.152011,-93.701443
 30.150128,-93.702886
 30.149182,-93.703895
 30.147326,-93.706781
 30.146639,-93.708401
 30.146607,-93.709221
 30.147386,-93.709447
 30.147957,-93.708873
 30.149219,-93.706974
 30.14984,-93.706453
 30.150573,-93.706191
 30.152373,-93.706346
 30.153588,-93.706856
 30.154655,-93.707103
 30.156548,-93.707167
 30.157317,-93.707011
 30.158264,-93.706534
 30.159349,-93.705729
 30.16101,-93.703423
 30.161575,-93.702859
 30.16498,-93.702189
 30.166232,-93.701068
 30.167062,-93.702226
 30.167651,-93.70258
 30.169168,-93.702967
 30.171501,-93.703004
 30.172818,-93.702173
 30.174418,-93.700429
 30.175271,-93.700075
 30.175795,-93.700789
 30.1756,-93.701566
 30.174728,-93.702178
 30.174209,-93.703068
 30.174088,-93.703648
 30.174496,-93.704721
 30.175058,-93.705332
 30.17637,-93.706287
 30.177103,-93.706545
 30.178383,-93.706378
 30.180219,-93.705558
 30.180766,-93.705955
 30.180683,-93.706523
 30.180312,-93.706888
 30.179639,-93.70721
 30.179292,-93.708261
 30.179709,-93.710278
 30.179969,-93.710697
 30.18315,-93.709688
 30.184768,-93.709613
 30.18634,-93.708819
 30.186804,-93.709377
 30.186729,-93.710235
 30.186298,-93.710922
 30.186396,-93.711803
 30.1872,-93.712383
 30.188917,-93.712856
 30.190794,-93.712559
 30.192433,-93.712522
 30.192718,-93.712189
 30.192502,-93.711685
 30.191662,-93.711341
 30.191039,-93.709924
 30.19098,-93.708915
 30.191549,-93.706058
 30.191753,-93.705684
 30.192142,-93.705459
 30.19292,-93.705481
 30.193958,-93.70602
 30.194132,-93.707363
 30.194511,-93.707955
 30.194953,-93.708228
 30.195321,-93.708264
 30.195832,-93.708167
 30.196222,-93.708231
 30.197021,-93.708746
 30.197208,-93.709088
 30.196997,-93.71002
 30.19654,-93.710648
 30.195785,-93.711275
 30.194389,-93.712378
 30.193478,-93.71279
 30.193291,-93.713202
 30.193323,-93.713744
 30.193033,-93.717172
 30.193369,-93.717681
 30.19413,-93.717805
 30.195108,-93.717493
 30.196429,-93.716539
 30.196977,-93.715932
 30.197199,-93.715112
 30.197927,-93.71509
 30.199443,-93.717091
 30.199842,-93.717488
 30.200533,-93.717826
 30.201242,-93.717617
 30.20239,-93.716512
 30.202614,-93.715675
 30.202541,-93.714785
 30.204177,-93.714945
 30.207747,-93.71428
 30.208692,-93.714393
 30.208994,-93.715117
 30.208507,-93.715718
 30.207107,-93.716522
 30.206264,-93.717011
 30.206285,-93.718012
 30.207753,-93.719658
 30.2085,-93.720975
 30.209757,-93.721273
 30.210368,-93.720972
 30.210942,-93.72007
 30.211051,-93.717622
 30.211896,-93.717188
 30.212452,-93.717123
 30.213133,-93.717483
 30.213704,-93.718078
 30.214047,-93.718867
 30.2143,-93.7193
 30.214747,-93.719562
 30.214984,-93.719548
 30.215468,-93.717784
 30.215962,-93.717098
 30.216125,-93.71712
 30.2155,-93.71821
 30.21528,-93.719206
 30.21532,-93.720023
 30.215397,-93.720272
 30.214856,-93.719858
 30.214809,-93.720162
 30.214943,-93.720518
 30.215562,-93.720514
 30.216633,-93.719752
 30.218182,-93.719634
 30.218664,-93.719441
 30.220119,-93.718223
 30.220661,-93.717204
 30.220907,-93.716372
 30.220833,-93.715804
 30.220346,-93.715101
 30.21877,-93.713712
 30.218691,-93.712993
 30.219044,-93.712596
 30.219739,-93.71222
 30.221306,-93.712059
 30.22214,-93.711179
 30.22265,-93.711094
 30.223234,-93.711566
 30.223939,-93.713089
 30.224337,-93.713561
 30.225348,-93.713475
 30.226405,-93.712692
 30.227118,-93.711823
 30.227432,-93.711092
 30.227478,-93.70989
 30.227783,-93.709503
 30.228332,-93.709982
 30.228509,-93.710461
 30.228963,-93.711534
 30.229046,-93.712392
 30.228838,-93.713143
 30.228991,-93.713526
 30.2297,-93.713223
 30.231457,-93.711507
 30.233913,-93.71089
 30.234682,-93.711008
 30.235215,-93.711061
 30.235612,-93.710659
 30.235748,-93.710042
 30.235039,-93.709667
 30.234462,-93.710015
 30.23404,-93.710092
 30.233766,-93.709954
 30.233552,-93.709248
 30.233765,-93.707489
 30.233598,-93.706609
 30.233357,-93.705287
 30.233681,-93.704583
 30.234269,-93.704532
 30.234601,-93.704782
 30.235414,-93.705633
 30.236097,-93.705927
 30.236299,-93.706392
 30.235916,-93.706943
 30.235868,-93.707408
 30.236029,-93.708295
 30.237196,-93.709098
 30.237898,-93.70963
 30.239121,-93.70896
 30.239602,-93.707406
 30.238043,-93.703782
 30.238446,-93.703101
 30.240327,-93.703498
 30.242343,-93.705032
 30.243544,-93.706588
 30.243724,-93.706968
 30.244253,-93.706999
 30.244002,-93.708532
 30.244095,-93.709002
 30.244711,-93.709463
 30.245221,-93.709474
 30.245889,-93.709093
 30.246296,-93.708358
 30.246454,-93.706888
 30.246431,-93.706405
 30.246148,-93.705965
 30.246489,-93.70552
 30.247015,-93.705955
 30.247392,-93.706279
 30.24751,-93.706904
 30.247608,-93.707668
 30.24752,-93.708261
 30.247714,-93.708588
 30.248298,-93.709087
 30.248799,-93.708991
 30.249035,-93.708896
 30.24916,-93.707685
 30.24941,-93.707408
 30.249939,-93.707424
 30.250393,-93.70765
 30.250958,-93.708267
 30.251755,-93.708621
 30.252645,-93.706582
 30.253247,-93.70604
 30.254202,-93.705633
 30.256,-93.705697
 30.257001,-93.705407
 30.258131,-93.704699
 30.259336,-93.703535
 30.260707,-93.70294
 30.261106,-93.703219
 30.260999,-93.704029
 30.260689,-93.704828
